pregid,postgid,frequency,dt,path
110838,111629,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110838-111629/10Hz_10ms/simulation.batch
111229,111215,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/111229-111215/10Hz_10ms/simulation.batch
110988,110665,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110988-110665/10Hz_10ms/simulation.batch
111186,111456,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/111186-111456/10Hz_10ms/simulation.batch
109737,111566,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/109737-111566/10Hz_10ms/simulation.batch
110818,110073,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110818-110073/10Hz_10ms/simulation.batch
110857,111502,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110857-111502/10Hz_10ms/simulation.batch
110927,109969,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110927-109969/10Hz_10ms/simulation.batch
110354,110301,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110354-110301/10Hz_10ms/simulation.batch
110114,110575,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110114-110575/10Hz_10ms/simulation.batch
111225,110937,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/111225-110937/10Hz_10ms/simulation.batch
110011,111645,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110011-111645/10Hz_10ms/simulation.batch
111318,110187,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/111318-110187/10Hz_10ms/simulation.batch
111251,110970,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/111251-110970/10Hz_10ms/simulation.batch
110202,111628,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/110202-111628/10Hz_10ms/simulation.batch
111283,110592,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/111283-110592/10Hz_10ms/simulation.batch
109974,110300,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/109974-110300/10Hz_10ms/simulation.batch
111706,110614,10.0,10.0,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/egger_1999/simulations/L4SS_L4SS/111706-110614/10Hz_10ms/simulation.batch
